"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Medslim","4.9","41","10617 W Pico Blvd","Los Angeles","California","US","http://www.medslimweightloss.com/","(310) 569-8989","Weight loss service","Specialized clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Medslim&query_place_id=ChIJNfhg-b27woARYFR4n6H5eQ4","Weight loss service"
"MY LA FACE","5","27","12121 Wilshire Blvd","Los Angeles","California","US","http://www.mylaface.com/","(310) 330-6216","Beauty salon","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MY%20LA%20FACE&query_place_id=ChIJ7YZ2U527woAR3tqsAHYrQ9s","Beauty salon"
"OM Rehab & MedSpa","5","2","2001 S Barrington Ave Suite 110","Los Angeles","California","US",,"(310) 312-6759","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OM%20Rehab%20%26%20MedSpa&query_place_id=ChIJ667gZDW7woARY4d13VdxGO4","Medical spa"
"Infuse Wellness Center - Santa Monica","4.9","64","3306 Pico Blvd","Santa Monica","California","US","https://www.infusewellness.net/","(310) 450-0600","Wellness center","Alternative medicine practitioner","Holistic medicine practitioner",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Infuse%20Wellness%20Center%20-%20Santa%20Monica&query_place_id=ChIJCTWK8RC7woARgdfsY7yU7-g","Wellness center"
"Softwave Vitality","5","70","2154 Westwood Blvd #200","Los Angeles","California","US","https://www.softwavevitality.com/","(323) 422-1327","Medical spa","Alternative medicine practitioner","Pain control clinic","Physical therapy clinic","Rehabilitation center","Sports medicine clinic","Wellness center",,,,"https://www.google.com/maps/search/?api=1&query=Softwave%20Vitality&query_place_id=ChIJobabEoG7woAR-kJd2yCGvpg","Medical spa"
"THE MODERN Ū","5","20","2001 S Barrington Ave Suite 216","Los Angeles","California","US","http://www.themodernu.com/","(424) 467-7229","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=THE%20MODERN%20%C5%AA&query_place_id=ChIJNdveXPu7woARc3WNrbHlywg","Skin care clinic"
"Mole Removal Los Angeles","5","16","1950 Sawtelle Blvd suite 138-m","Los Angeles","California","US","https://moleremovallosangeles.com/locations/santa-monica/","(310) 737-8726","Medical spa","Dermatologist","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mole%20Removal%20Los%20Angeles&query_place_id=ChIJhfmtsH67woARBEDg8l2so-M","Medical spa"
"Ben Behnam, MD, FAAD","4.9","630","11669 Santa Monica Blvd Suite 110","Los Angeles","California","US","https://santamonicaskin.com/","(310) 315-4989","Medical spa","Doctor","Hair transplantation clinic","Dermatologist","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=Ben%20Behnam%2C%20MD%2C%20FAAD&query_place_id=ChIJu9pzika7woARgxmbmrinOO4","Medical spa"
"LipoMelt","1","1","11901 CA-2","Los Angeles","California","US",,"(877) 821-2300","Weight loss service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LipoMelt&query_place_id=ChIJn4gxTmi7woARu4vz38JCesY","Weight loss service"
"DESUAR HOLLYWOOD SPA","4.8","416","6613 Sunset Blvd","Los Angeles","California","US","https://desuar.com/","(323) 371-4556","Day spa","Facial spa","Massage spa","Waxing hair removal service",,,,,,,"https://www.google.com/maps/search/?api=1&query=DESUAR%20HOLLYWOOD%20SPA&query_place_id=ChIJ1TtQIf3HwoARPWsic8d3Blk","Day spa"
"Face Facial Bar","4.6","65","4683 Hollywood Blvd","Los Angeles","California","US","https://www.facefacialbar.com/","(323) 663-3223","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Face%20Facial%20Bar&query_place_id=ChIJNba6N6zAwoAR9zBkhv9roUs","Facial spa"
"Skin Balance Facial Studio","5","14","1751 Hillhurst Ave","Los Angeles","California","US","http://skinbalancefacialstudio.com/","(424) 264-3357","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20Balance%20Facial%20Studio&query_place_id=ChIJh0cJR4fBwoAR-nFMWePhZzs","Facial spa"
"Valentina MedSpa",,,"5112 Hollywood Blvd","Los Angeles","California","US",,"(323) 666-1010","Laser hair removal service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Valentina%20MedSpa&query_place_id=ChIJM32CRla_woARgcNJAUgm0yU","Laser hair removal service"
"ThE DELIGHT DAY SPA","4.5","63","2324 Fletcher Dr","Los Angeles","California","US","http://www.thedelightdayspa.com/index.html","(323) 284-8678","Massage spa","Massage school","Massage therapist",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ThE%20DELIGHT%20DAY%20SPA&query_place_id=ChIJi3V_VCvHwoARWaMMETa7dxk","Massage spa"
"Beauty FX by Jamison","5","96","8000 Sunset Blvd Ste B200, #20","West Hollywood","California","US","https://www.beautyfxbyjamison.com/","(323) 457-4491","Medical spa","Health and beauty shop",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20FX%20by%20Jamison&query_place_id=ChIJC7SNBnW_woARRnhS8EVKVww","Medical spa"
"Naranj Aesthetics & Wellness","5","23","8000 Sunset Blvd Suite #B-200 Studio 39","Los Angeles","California","US","http://www.naranjmedspa.com/","(213) 418-0300","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Naranj%20Aesthetics%20%26%20Wellness&query_place_id=ChIJRQryWWq_woARyT68buj39BM","Medical spa"
"Halo Aesthetics Bar","4.9","38","830 N Fairfax Ave #3","Los Angeles","California","US","http://www.haloaestheticsbar.com/","(323) 708-0451","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Halo%20Aesthetics%20Bar&query_place_id=ChIJexrdxYW_woAR8Zpo1qcMk9k","Medical spa"
"Face of Jules","4.9","148","717 N Cahuenga Blvd","Los Angeles","California","US","http://faceofjules.com/","(310) 770-8730","Facial spa","Skin care clinic","Vitamin & supplements store","Waxing hair removal service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Face%20of%20Jules&query_place_id=ChIJzWs2LoC7woARhy_MYOAnUyo","Facial spa"
"Dtox Mobile Spa Massage & Facials","4.3","138","3206 Los Feliz Blvd","Los Angeles","California","US","https://www.dtoxdayspa.com/","(323) 665-3869","Massage therapist","Lymph drainage therapist","Reflexologist","Sports massage therapist",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dtox%20Mobile%20Spa%20Massage%20%26%20Facials&query_place_id=ChIJiTjB3-nAwoARQhScXMUwRb4","Massage therapist"
"Prophase Aesthetics","5","21","4418 Vineland Ave Suite 208","Toluca Lake","California","US","https://www.prophase-aesthetics.com/","(747) 205-2350","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prophase%20Aesthetics&query_place_id=ChIJPcc5X7YS-2gRmtB7ppQcQZQ","Medical spa"
"Velvet Skin and Wellness","4.7","13","10902 Riverside Dr Unit B-2","Studio City","California","US","https://www.velvetskinandwellness.com/","(818) 960-0925","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Velvet%20Skin%20and%20Wellness&query_place_id=ChIJR7-N-vC_woARsgBjGM7OzrQ","Medical spa"
"Wanserene Organic Spa & Massage","4.7","214","4650 Lankershim Blvd","North Hollywood","California","US","http://www.wanserene.com/","(818) 506-6989","Day spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wanserene%20Organic%20Spa%20%26%20Massage&query_place_id=ChIJw3cW7CG-woARV2eFh-ObAtQ","Day spa"
"GaiaBeautyLA","5","11","4418 Vineland Ave #222","Toluca Lake","California","US","http://www.gaiabeautyla.com/","(818) 351-9252","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GaiaBeautyLA&query_place_id=ChIJBeUIoW-_woAR0xWHDTa7svM","Medical spa"
"NextDrip Mobile IV Therapy of Studio City","5","30","4040 Vineland Ave","Studio City","California","US","https://www.nextdrip.com/locations/studio-city/","(818) 308-3220","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NextDrip%20Mobile%20IV%20Therapy%20of%20Studio%20City&query_place_id=ChIJi08LOgC_woARQOEF2n_bumM","Medical spa"
"Elite Aesthetics","5","39","926 N La Cienega Blvd","West Hollywood","California","US","https://www.eliteaestheticsla.com/","+1 805-312-1320","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elite%20Aesthetics&query_place_id=ChIJx0j4h3G_woARLIfNt74Oicc","Medical spa"
"ISA Wellness & Aesthetic Boutique","5","38","8268 Melrose Ave","Los Angeles","California","US","https://www.isawellness.co/","","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ISA%20Wellness%20%26%20Aesthetic%20Boutique&query_place_id=ChIJn6OxQNm_woARHUH-1dOpCuU","Medical spa"
"Cryohealthcare","4.9","261","351 N La Cienega Blvd","Los Angeles","California","US","http://www.cryohealthcare.com/","+1 310-360-0780","Medical spa","Doctor","Health spa","Spa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Cryohealthcare&query_place_id=ChIJF-zsbbO-woARgv3CrSI_NM0","Medical spa"
"AEDIT Cosmetic Wellness",,,"8302A Melrose Ave","Los Angeles","California","US","https://aedit.com/","+1 646-450-0454","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AEDIT%20Cosmetic%20Wellness&query_place_id=ChIJrf3eSYS_woAR0agamw-05C4","Medical spa"
"Nutrifaye","3.6","14","292 S La Cienega Blvd #332","Beverly Hills","California","US","http://nutrifaye.com/","(310) 310-3079","Wellness center","Physical fitness program",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nutrifaye&query_place_id=ChIJ3aoVLES5woARTNJQw8amRzA","Wellness center"
"Marina Nails Spa (SNS Dipping Powder, Facial, Eyelash Extensions)","4.3","304","2492 Lincoln Blvd","Venice","California","US","http://www.marinanailsspa.com/","(310) 310-5050","Nail salon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Marina%20Nails%20Spa%20(SNS%20Dipping%20Powder%2C%20Facial%2C%20Eyelash%20Extensions)&query_place_id=ChIJ-cFupte6woARa_0GiPD-QJg","Nail salon"
"Gold's Gym Venice","4.4","1481","360 Hampton Dr","Venice","California","US","https://www.goldsgym.com/veniceca/","(310) 392-6004","Gym","Fitness center","Personal trainer","Physical fitness program",,,,,,,"https://www.google.com/maps/search/?api=1&query=Gold's%20Gym%20Venice&query_place_id=ChIJOzV4Rc-6woARh5vjAO0GUUc","Gym"
"EchoHouse.io","5","7",,,,,"https://echohouse.io/","(424) 523-6149","Advertising agency","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EchoHouse.io&query_place_id=ChIJ4bHwlRpci4MRFVx1zB4sxL8","Advertising agency"
"ElectroYogi Electrolysis","5","80","4237 W Ave 40","Los Angeles","California","US","http://www.electroyogielectrolysis.com/","(213) 804-7392","Electrolysis hair removal service","Hair removal service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ElectroYogi%20Electrolysis&query_place_id=ChIJrTI6Iz_BwoARzodMihw22Cs","Electrolysis hair removal service"
"Spa Skin by Nicole","5","10","26302 S Western Ave #1a","Lomita","California","US","https://spa-skin-by-nicole.square.site/","(424) 210-7225","Skin care clinic","Facial spa","Waxing hair removal service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spa%20Skin%20by%20Nicole&query_place_id=ChIJMQLDcUFJ3YARs6Yyf-Nq2S8","Skin care clinic"
"Bliss Body and Beauty Spa","4.5","17","1563 Westwood Blvd","Los Angeles","California","US","https://www.blissbodyandbeautyspa.com/","(310) 351-1863","Spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bliss%20Body%20and%20Beauty%20Spa&query_place_id=ChIJe91NWrG7woARjfOvYZ3jLc4","Spa"
"Nadiia Bliss/ Face massage/ Hydrafacial/ European facial","5","10","2154 Westwood Blvd","Los Angeles","California","US","https://nadiiabliss.com/","(917) 868-4525","Facial spa","Beauty salon","Spa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nadiia%20Bliss%2F%20Face%20massage%2F%20Hydrafacial%2F%20European%20facial&query_place_id=ChIJS6x65kS7woARpcQ0YwaPKzA","Facial spa"
"Michelle Darrow Aesthetics",,,"11645 Wilshire Blvd","Los Angeles","California","US",,"(310) 231-7000","Wellness center",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Michelle%20Darrow%20Aesthetics&query_place_id=ChIJVVXl22C7woAR0yLLHfZ0yJI","Wellness center"
"Skin and Cancer Institute - Los Angeles (Westwood)","4.6","1633","10884 Santa Monica Blvd 3rd floor","Los Angeles","California","US","https://skinandcancerinstitute.com/location/westwood/","(310) 446-4400","Medical spa","Dermatologist","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20and%20Cancer%20Institute%20-%20Los%20Angeles%20(Westwood)&query_place_id=ChIJC3FsI527woARpjTkRV0ZkKg","Medical spa"
"YOLO Foot Spa","4.6","240","2590 Glendale Blvd suite c","Los Angeles","California","US","https://www.yolofootspa.com/","(323) 333-6188","Massage spa","Foot massage parlor","Massage therapist","Reflexologist","Thai massage therapist",,,,,,"https://www.google.com/maps/search/?api=1&query=YOLO%20Foot%20Spa&query_place_id=ChIJHWDljzLBwoARSXHYuo4JD5Y","Massage spa"
"Juliet Skin Spa","5","54","4444 Lankershim Blvd #207","North Hollywood","California","US","http://julietskinspa.com/","(626) 636-5437","Facial spa","Massage spa","Spa","Waxing hair removal service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Juliet%20Skin%20Spa&query_place_id=ChIJuWj0gc6XwoARd8nI2g68Qdw","Facial spa"
"PurefectionLA","5","23","10137 Riverside Dr # 203","Toluca Lake","California","US","https://purefectionla.com/","(818) 743-8877","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PurefectionLA&query_place_id=ChIJcV5CcN-5woARnRFljE6OBPE","Skin care clinic"
"Ervin Beauty","4.6","42","11390 Ventura Blvd suite 1","Studio City","California","US","https://ervinbeauty.com/","(818) 447-8202","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ervin%20Beauty&query_place_id=ChIJ7Ri8VKW_woARSXT-J67UZy4","Skin care clinic"
"Mary J Skin","5","99","11239 Ventura Blvd Unit 212 Ste 12","Studio City","California","US","http://maryjskin.net/","(818) 394-0508","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mary%20J%20Skin&query_place_id=ChIJx6qAfRaVwoARwD0Fpd7YmRU","Facial spa"
"Westwood Laser Spa","4.8","365","1561 Westwood Blvd","Los Angeles","California","US","http://www.westwoodlaserspa.com/","(323) 736-0096","Laser hair removal service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Westwood%20Laser%20Spa&query_place_id=ChIJlzRmbKa7woARHzxwQZcKggI","Laser hair removal service"
"SKNVY by Alexia","5","12","10880 Wilshire Blvd GL100 Studio #302","Los Angeles","California","US","http://www.sknvybyalexia.com/?utm_source=GBP","(323) 612-2282","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SKNVY%20by%20Alexia&query_place_id=ChIJYxQKIfK7woARQI--ATSLqvY","Medical spa"
"Aesthetics By Anna","5","5","11239 Ventura Blvd UNIT 212 room 37","Studio City","California","US","https://www.styleseat.com/m/v/annagarland","","Hair removal service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aesthetics%20By%20Anna&query_place_id=ChIJKzHCMqW_woARz8OVgYvzoWs","Hair removal service"
"Body Contourz – Studio City","4.7","255","4605 Lankershim Blvd # 800","North Hollywood","California","US","https://bodycontourz.com/","(818) 452-1696","Weight loss service","Beauty salon","Facial spa","Lymph drainage therapist","Plastic surgery clinic","Skin care clinic","Wellness center","Wellness program",,,"https://www.google.com/maps/search/?api=1&query=Body%20Contourz%20%E2%80%93%20Studio%20City&query_place_id=ChIJH6LgcdeXwoARbP6qw5JlNXA","Weight loss service"
"Revival Routine | Massage Therapy | Los Angeles","4.8","36","11308 Ventura Blvd","Studio City","California","US","http://www.revivalroutine.com/","(213) 474-6109","Massage therapist","Massage spa","Wellness center",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Revival%20Routine%20%7C%20Massage%20Therapy%20%7C%20Los%20Angeles&query_place_id=ChIJAQAk7PWVwoARDp7OI6uOOfY","Massage therapist"
"Nadya's Skin Care","4.9","74","Phenix salon suits (located on the 1st floor, 1051 Glendon Ave #120","Los Angeles","California","US","http://www.nadyawellness.com/","(310) 500-5727","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nadya's%20Skin%20Care&query_place_id=ChIJefMNcYG8woAR_hxBK7GHMoc","Facial spa"
"Plasma Babe","4.6","18","1140 Westwood Blvd Suite 207","Los Angeles","California","US","https://www.plasmababe.com/","(310) 739-6151","Skin care clinic","Nail salon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Plasma%20Babe&query_place_id=ChIJ06miVeArGKYRfwqbjkqTGtk","Skin care clinic"
"The Cellulite Clinic",,,"11632 Ventura Blvd #206","Studio City","California","US",,"+1 818-745-1388","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Cellulite%20Clinic&query_place_id=ChIJ1yvlvA6-woARaCzpI-qWCVE","Skin care clinic"
"Studio City Cosmetics","3","2","3931 Blue Canyon Dr","Studio City","California","US",,"+1 323-632-9322","Facial spa","Beauty salon","Permanent make-up clinic","Skin care clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Studio%20City%20Cosmetics&query_place_id=ChIJVf5Nuvq_woARjY-C96nUVAk","Facial spa"
"ARIA Bio Spa","4.4","222","8228 W 3rd St","Los Angeles","California","US","http://ariabiospa.la/","(310) 867-5766","Day spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ARIA%20Bio%20Spa&query_place_id=ChIJmehezeK5woARFxC0F_UO7nk","Day spa"
"Aesthetica clinic","4.6","20","322 S Robertson Blvd","Los Angeles","California","US","http://aestheticabh.com/","(213) 806-9660","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aesthetica%20clinic&query_place_id=ChIJa39BdzG5woARvRUuW3r2PPg","Medical spa"
"TONIIK","5","91","12210 Ventura Blvd","Studio City","California","US","https://toniik.com/","(818) 230-2197","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TONIIK&query_place_id=ChIJddsGSqOdwoARqV1TfUtRAAs","Medical spa"
"I.C. Beauty Med Spa","5","4","12265 Ventura Blvd Unit 107","Studio City","California","US","http://www.icbeautymedspa.com/","(747) 253-9569","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=I.C.%20Beauty%20Med%20Spa&query_place_id=ChIJZWmBHsmbwoAR1uM1c7foE40","Medical spa"
"VitalitHe","5","10","139 S Kings Rd","Los Angeles","California","US","https://vitalithe.com/","+1 323-716-2337","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VitalitHe&query_place_id=ChIJbbijt565woAR6r91F2-i7Jg","Medical spa"
